Opponent,Route,Pokémon,Level,Attack 1,Attack 2,Attack 3,Attack 4,IVS,EVS,Nature
Team Rocket Grunt 20,Pokemon Tower,Koffing,26,Smog,Self Destruct,Sludge,Smokescreen,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 20,,Drowzee,26,Disable,Confusion,Headbutt,Poison Gas,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 21,Pokemon Tower,Zubat,23,Astonish,Supersonic,Bite,Wing Attack,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 21,,Rattata,23,Tail Whip,Quick Attack,Hyper Fang,Focus Energy,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 21,,Raticate,23,Tail Whip,Quick Attack,Hyper Fang,Scary Face,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 21,,Zubat,23,Astonish,Supersonic,Bite,Wing Attack,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Young Couple Lea & Jed,Route 16,Rapidash,29,Tail Whip,Ember,Stomp,Fire Spin,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Young Couple Lea & Jed,,Ninetales,29,Ember,Quick Attack,Confuse Ray,Safeguard,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Biker Lao,Route 16,Grimer,29,Screech,Minimize,Sludge,Disable,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Biker Lao,,Koffing,29,Smokescreen,Sludge,Smog,Tackle,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cue Ball Koji,Route 16,Machop,28,Karate Chop,Seismic Toss,Foresight,Revenge,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cue Ball Koji,,Mankey,28,Karate Chop,Fury Swipes,Focus Energy,Seismic Toss,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cue Ball Koji,,Machop,28,Karate Chop,Seismic Toss,Foresight,Revenge,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cue Ball Luke,Route 16,Mankey,29,Karate Chop,Fury Swipes,Focus Energy,Seismic Toss,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cue Ball Luke,,Machop,29,Karate Chop,Seismic Toss,Foresight,Revenge,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Biker Hideo,Route 16,Weezing,33,Self Destruct,Sludge,Smokescreen,Haze,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Biker Ruben,Route 16,Weezing,28,Smokescreen,Sludge,Smog,Tackle,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Biker Ruben,,Koffing,28,Smokescreen,Sludge,Smog,Tackle,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Biker Ruben,,Weezing,28,Smokescreen,Sludge,Smog,Tackle,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cue Ball Camron,Route 16,Mankey,29,Karate Chop,Fury Swipes,Focus Energy,Seismic Toss,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cue Ball Camron,,Machop,29,Karate Chop,Seismic Toss,Foresight,Revenge,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cue Ball Isaiah,Route 17,Machop,29,Karate Chop,Seismic Toss,Foresight,Revenge,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cue Ball Isaiah,,Machamp,29,Karate Chop,Seismic Toss,Foresight,Revenge,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Biker Virgil,Route 17,Weezing,28,Smokescreen,Sludge,Smog,Tackle,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Biker Virgil,,Koffing,28,Smokescreen,Sludge,Smog,Tackle,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Biker Virgil,,Weezing,28,Smokescreen,Sludge,Smog,Tackle,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cue Ball Raul,Route 17,Mankey,29,Karate Chop,Fury Swipes,Focus Energy,Seismic Toss,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cue Ball Raul,,Primeape,29,Fury Swipes,Focus Energy,Seismic Toss,Rage,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Biker Billy,Route 17,Muk,33,Disable,Sludge,Minimize,Screech,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cue Ball Jamal,Route 17,Mankey,26,Karate Chop,Fury Swipes,Focus Energy,Seismic Toss,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cue Ball Jamal,,Mankey,26,Karate Chop,Fury Swipes,Focus Energy,Seismic Toss,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cue Ball Jamal,,Machamp,26,Karate Chop,Seismic Toss,Foresight,Revenge,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cue Ball Jamal,,Machop,26,Karate Chop,Seismic Toss,Foresight,Revenge,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Biker Nikolas,Route 17,Voltorb,29,Spark,Sonic Boom,Screech,Charge,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Biker Nikolas,,Voltorb,29,Spark,Sonic Boom,Screech,Charge,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cue Ball Zeek,Route 17,Machoke,33,Seismic Toss,Foresight,Revenge,Vital Throw,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cue Ball Corey,Route 17,Primeape,29,Fury Swipes,Focus Energy,Seismic Toss,Rage,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cue Ball Corey,,Machoke,29,Karate Chop,Seismic Toss,Foresight,Revenge,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Biker Jaxon,Route 17,Weezing,29,Sludge,Smokescreen,Smog,Tackle,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Biker Jaxon,,Muk,29,Screech,Minimize,Sludge,Disable,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Biker William,Route 17,Koffing,25,Smokescreen,Sludge,Smog,Tackle,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Biker William,,Weezing,25,Smokescreen,Sludge,Smog,Tackle,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Biker William,,Koffing,25,Smokescreen,Sludge,Smog,Tackle,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Biker William,,Koffing,25,Smokescreen,Sludge,Smog,Tackle,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Biker William,,Weezing,25,Smokescreen,Sludge,Self Destruct,Tackle,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bird Keeper Jacob,Route 18,Spearow,26,Leer,Fury Attack,Pursuit,Aerial Ace,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bird Keeper Jacob,,Spearow,26,Leer,Fury Attack,Pursuit,Aerial Ace,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bird Keeper Jacob,,Fearow,26,Growl,Leer,Fury Attack,Pursuit,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bird Keeper Jacob,,Spearow,26,Leer,Fury Attack,Pursuit,Aerial Ace,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bird Keeper Wilton,Route 18,Spearow,29,Leer,Fury Attack,Pursuit,Aerial Ace,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bird Keeper Wilton,,Fearow,29,Growl,Leer,Fury Attack,Pursuit,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bird Keeper Ramiro,Route 18,Dodrio,34,Pursuit,Fury Attack,Tri Attack,Rage,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Juggler Nate,Fuchsia City,Drowzee,34,Headbutt,Poison Gas,Meditate,Psychic,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Juggler Nate,,Kadabra,34,Reflect,Recover,Future Sight,Role Play,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Juggler Kayden,Fuchsia City,Hypno,38,Headbutt,Poison Gas,Meditate,Psychic,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Juggler Kirk,Fuchsia City,Drowzee,31,Headbutt,Poison Gas,Meditate,Psychic,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Juggler Kirk,,Drowzee,31,Headbutt,Poison Gas,Meditate,Psychic,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Juggler Kirk,,Kadabra,31,Psybeam,Reflect,Recover,Future Sight,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Juggler Kirk,,Drowzee,31,Headbutt,Poison Gas,Meditate,Psychic,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Tamer Edgar,Fuchsia City,Arbok,33,Poison Sting,Bite,Glare,Screech,"{""hp"": 4, ""atk"": 4, ""def"": 4, ""spa"": 4, ""spd"": 4, ""spe"": 4}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Tamer Edgar,,Arbok,33,Poison Sting,Bite,Glare,Screech,"{""hp"": 4, ""atk"": 4, ""def"": 4, ""spa"": 4, ""spd"": 4, ""spe"": 4}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Tamer Edgar,,Sandslash,33,Sand Attack,Poison Sting,Slash,Swift,"{""hp"": 4, ""atk"": 4, ""def"": 4, ""spa"": 4, ""spd"": 4, ""spe"": 4}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Tamer Phil,Fuchsia City,Sandslash,34,Sand Attack,Poison Sting,Slash,Swift,"{""hp"": 4, ""atk"": 4, ""def"": 4, ""spa"": 4, ""spd"": 4, ""spe"": 4}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Tamer Phil,,Arbok,34,Poison Sting,Bite,Glare,Screech,"{""hp"": 4, ""atk"": 4, ""def"": 4, ""spa"": 4, ""spd"": 4, ""spe"": 4}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Juggler Shawn,Fuchsia City,Drowzee,34,Headbutt,Poison Gas,Meditate,Psychic,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Juggler Shawn,,Hypno,34,Confusion,Headbutt,Poison Gas,Meditate,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Leader Koga,Fuchsia City,Koffing,37,Self Destruct,Sludge,Smokescreen,Toxic,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Leader Koga,,Muk,39,Minimize,Sludge,Acid Armor,Toxic,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Leader Koga,,Koffing,37,Self Destruct,Sludge,Smokescreen,Toxic,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Leader Koga,,Weezing,43,Tackle,Sludge,Smokescreen,Toxic,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Black Belt Hideki,Fighting Dojo,Machop,32,Seismic Toss,Foresight,Revenge,Vital Throw,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Black Belt Hideki,,Machoke,32,Karate Chop,Seismic Toss,Foresight,Revenge,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Black Belt Hitoshi,Fighting Dojo,Machop,31,Seismic Toss,Foresight,Revenge,Vital Throw,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Black Belt Hitoshi,,Mankey,31,Fury Swipes,Focus Energy,Seismic Toss,Cross Chop,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Black Belt Hitoshi,,Primeape,31,Fury Swipes,Focus Energy,Seismic Toss,Rage,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Black Belt Mike,Fighting Dojo,Mankey,31,Fury Swipes,Focus Energy,Seismic Toss,Cross Chop,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Black Belt Mike,,Mankey,31,Fury Swipes,Focus Energy,Seismic Toss,Cross Chop,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Black Belt Mike,,Primeape,31,Fury Swipes,Focus Energy,Seismic Toss,Rage,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Black Belt Aaron,Fighting Dojo,Primeape,36,Focus Energy,Seismic Toss,Rage,Cross Chop,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Black Belt Koichi,Fighting Dojo,Hitmonchan,37,Thunder Punch,Ice Punch,Fire Punch,Sky Uppercut,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Black Belt Koichi,,Hitmonlee,37,Focus Energy,High Jump Kick,Mind Reader,Foresight,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 22,Silph Co.,Golbat,25,Astonish,Supersonic,Bite,Wing Attack,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 22,,Zubat,25,Astonish,Supersonic,Bite,Wing Attack,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 22,,Zubat,25,Astonish,Supersonic,Bite,Wing Attack,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 22,,Raticate,25,Tail Whip,Quick Attack,Hyper Fang,Scary Face,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 22,,Zubat,25,Astonish,Supersonic,Bite,Wing Attack,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Scientist Jerry,Silph Co.,Magnemite,28,Supersonic,Sonic Boom,Thunder Wave,Spark,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Scientist Jerry,,Voltorb,28,Screech,Sonic Boom,Spark,Self Destruct,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
